Heizzentrale;Brennstoffart;Kessel;Leistung;Technologie;Baujahr;Zentralisierte Warmwasseraufbereitung;Abrechnungsperiode;Brennstoff kWh;Brennstoffkosten;Wartung;Schornsteinfeger;Betriebsstrom;Summe;Heizfläche m²;€/m²/Monat;Verbrauch kWh/m²
Dubenhorst 4;Erdgas;Wolf MGK-2-130;130 kW;Brennwert;01.01.2023;ja;01.01.2024 - 31.12.2024;96168;13232,82;36,06;25,44;308,34;13602,67;409,97;2,765;234,57
Dubenhorst 4;;;;;;;;;68746;;;;;;;;
Dubenhorst 4;;;;;;;;;104343;;;;;;;;
